Pressure_bar,Temperature_C,Flow_Rate_m3_h,Pipe_Age_years,Wall_Thickness_mm,Corrosion_Rate_mm_year,Soil_pH,Soil_Moisture_percent,Corrosion_Risk,Leak_Indicator,Health_Score,Risk_Score,Recommendation,RUL_Years,Status,POF,CoF,Risk_Index,Risk_Matrix
97.8936896513396,89.19842051978206,78.19394155490954,12,10.31661023764483,0.1895587328304869,5.576758957893221,35.196164953500755,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,76.54693447191302,45.92816068314781,Medium
88.27098485602951,86.36385707962987,457.8968540049849,11,10.377829347413766,0.2491940149141508,8.42902424374646,34.51190386895662,Medium,1,70,80,Immediate Maintenance,2.0,Critical,80,404.19006265497575,323.3520501239806,Critical
44.86373774747933,27.562742738952885,112.66041700291782,5,7.780995150663564,0.2097550460410962,6.031612056148983,22.18321976541242,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,50.54367402940567,30.326204417643403,Medium
42.72774770449704,70.86238621351976,289.5893070238477,27,7.169562458638795,0.1700615447075353,5.211536234937999,31.1180415767864,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,123.73498848435098,74.24099309061059,High
42.83831568974037,85.14114063201828,234.993021170318,12,7.880053459240411,0.0801330766704524,5.906880445382609,44.20060460741197,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,100.66705225779924,60.40023135467955,High
51.29695700716764,36.73739743327668,206.3044968164792,17,10.563280072570793,0.1335392806458441,6.260721314788773,68.62706698179323,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,105.82792903580288,63.496757421481725,High
66.73295021425665,61.91643998592092,454.9250055592726,6,5.29155186022089,0.2906454192017775,4.77723109215318,36.90464755309998,High,0,40,80,Immediate Maintenance,2.0,Critical,80,303.5848774720737,242.86790197765896,Critical
60.2361513049481,84.50673934322272,59.82052854897027,33,14.072489443564058,0.200751961149054,6.812873524893158,36.28834715838742,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,36.033584088177406,21.620150452906447,Low
50.386039813862936,27.206488608076924,348.7053587790151,5,6.562837095497763,0.173674660298307,6.890529759475601,32.793060204194866,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,175.69882090746813,105.41929254448088,Critical
72.82970263056657,70.3323173710446,483.52749539609766,28,7.200886768713866,0.2805574214031859,7.455721821397889,48.26269340088344,High,0,40,80,Immediate Maintenance,2.0,Critical,80,352.15163703400435,281.7213096272035,Critical
39.76457024564293,44.3276854792158,302.0756825578289,14,10.182761764476464,0.1800884165008601,4.616679569162973,24.450935835305224,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,120.1190969857132,72.07145819142792,High
50.45012539746527,85.08575269947448,471.5701079148913,5,12.101147663372792,0.1625639303410468,6.6649528577353205,48.85045872257004,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,237.90771078002496,142.74462646801499,Critical
55.645329030558415,88.1187859357489,73.5160456787107,33,5.957290547443973,0.2302001479935595,4.711629733082658,66.33404449557518,High,0,40,80,Immediate Maintenance,2.0,Critical,80,40.90824550817419,32.72659640653935,Medium
61.92489889519251,86.37732179237321,238.45699358337265,19,8.176946975471623,0.2166730295060978,7.304576879866614,12.383240322609774,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,147.66425218501922,88.59855131101155,Critical
84.96231729751095,55.82392408273515,167.071005932923,22,14.686746055743573,0.0660164024384454,4.722911942803938,10.78235042446095,Low,0,90,30,Normal Operation,7.0,Monitor,30,141.94739817287336,42.58421945186201,Medium
43.97716475108518,81.03277231430538,378.8694342413284,5,7.623429667809457,0.1466793996264951,8.14691139336653,16.009832812360738,Low,0,90,30,Normal Operation,7.0,Monitor,30,166.61603528781333,49.984810586344004,Medium
65.9964106889528,79.89571090477958,491.583690723761,2,8.130501450631469,0.1470294784176797,7.308330267537986,52.852804938248966,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,324.4275914099649,194.65655484597895,Critical
71.46901982034296,45.741530760811614,165.4385280999115,30,13.364984906180336,0.1196851094205699,6.529559060340628,78.35640665483227,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,118.23729443820945,70.94237666292567,High
33.25152889039984,78.87950581979402,344.3785706633335,39,5.502144316904553,0.1600151098241534,6.2660156931247,10.390757281620155,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,114.51113991646436,68.70668394987861,High
72.5281396331007,27.40549625650702,139.14393474188307,4,9.646131688089708,0.1298011453408718,5.0226905216530495,84.93290436677448,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,100.91850728058346,60.55110436835007,High
41.936688658110405,63.75754210133345,304.39861455722445,33,8.796167644516704,0.0678101919466431,5.663997558258652,18.502280925642864,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,127.65469926646476,76.59281955987885,High
34.55361150896957,39.9505744237007,258.7696190097513,13,8.16586759908651,0.1295862813096575,7.975836420083585,77.3586822446581,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,89.41424885587011,53.64854931352207,Medium
96.42198760773331,32.83684757552312,487.4023983341917,20,7.856995940447645,0.0309603147962212,8.117811246249975,48.62838119863574,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,469.9630801215892,281.9778480729535,Critical
97.59424231521916,30.001958105898595,323.83727271341,7,5.913741048604092,0.1769779002045793,4.502990833482125,62.74859098230752,High,0,40,80,Immediate Maintenance,2.0,Critical,80,316.0465326389225,252.837226111138,Critical
86.58781436815228,70.25877043207907,207.27786743906844,15,8.148258293516488,0.2575598191929224,6.876545565910205,50.854638755774594,High,1,40,100,Immediate Maintenance,0.0,Critical,100,179.47737508440537,179.47737508440537,Critical
51.32296384213595,47.09187264492429,101.34310319957,23,5.430524027156686,0.220333254462821,7.377202436100454,48.16385801434837,High,0,40,80,Immediate Maintenance,2.0,Critical,80,52.012284211613824,41.60982736929106,Medium
36.83704798044687,72.10984014936949,118.06107293072056,14,12.809638636444353,0.1145142716156922,6.974987929830425,76.79195426915132,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,43.49021408171991,26.094128449031945,Low
77.89631185585098,29.24816215193125,151.3926184780558,23,8.982277939580117,0.0352506496174193,4.826719059465416,70.47091036542531,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,117.929266216405,70.757559729843,High
60.81067456177209,45.49387195898967,162.9349976031341,19,9.439038323199116,0.0686233257753285,5.370899595195609,48.672178921840334,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,99.08187113967304,59.44912268380383,Medium
38.54267643913452,60.06693400439692,432.777226028512,29,13.935945864501315,0.1681921987435023,5.501361069525544,18.930874351684928,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,166.80392593043126,100.08235555825875,Critical
64.6623837077889,76.39700571453264,302.55025472713623,20,11.580549838612209,0.0700465541810795,7.826898525220359,19.23223674515265,Low,0,90,30,Normal Operation,7.0,Monitor,30,195.6362066205536,58.69086198616608,Medium
32.40719647806529,45.71891269058455,285.52591011846494,29,5.080591033421198,0.1677522022726405,6.352797745235682,74.12315685752604,High,0,40,80,Immediate Maintenance,2.0,Critical,80,92.53094268787504,74.02475415030003,High
93.65242814551476,65.68293946840559,101.64599234114786,24,14.43174822961285,0.0771637171815306,6.447312847764947,52.35124970780268,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,95.19393994008892,57.116363964053356,Medium
48.11459871200118,82.58855363535216,437.0628620072457,18,7.371444659777112,0.2561879221480611,8.239572186218034,48.52713121754901,High,0,40,80,Immediate Maintenance,2.0,Critical,80,210.29104217397375,168.232833739179,Critical
76.37655990477873,65.0311072318498,375.26643644381767,10,6.076141847598588,0.1252087271237333,7.048343555418862,64.44534730885721,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,286.6155946330408,171.9693567798245,Critical
51.81977532625877,40.1423658589862,80.4507628550007,8,12.681281783808824,0.0812096815239024,8.094670806210654,78.70732667314083,Low,0,90,30,Normal Operation,7.0,Monitor,30,41.68940455972261,12.506821367916784,Low
66.40476148244676,26.58605080117497,368.52579375339593,26,10.00477315866718,0.2455745922716478,6.326035421366132,60.30985155306442,High,0,40,80,Immediate Maintenance,2.0,Critical,80,244.71867434323624,195.77493947458902,Critical
68.26971955402958,81.55642680356044,294.59219780419073,29,9.337705660180175,0.1094232997935807,5.097745034073177,71.02783218771833,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,201.11726726897308,120.67036036138384,Critical
42.93981188678689,26.382511705275164,86.77640558605022,10,7.495030796827418,0.0423314294732467,8.219742376296342,71.22164192935657,Low,0,90,30,Normal Operation,7.0,Monitor,30,37.2616253207652,11.178487596229559,Low
97.8709239435191,81.85560872447296,256.2352886878954,17,10.474714898623189,0.175418752507056,6.334820462670153,38.50091590343673,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,250.7798445081867,150.46790670491202,Critical
84.25929763527802,59.38091371176878,268.1133292085211,2,7.743846052025875,0.1786536192870167,5.226525687515288,31.926655651279656,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,225.91040805766065,135.5462448345964,Critical
95.76492590949324,86.03940040333825,124.59854307347408,6,14.015830052870676,0.2172617458183629,5.709582961215689,74.09312537401269,Medium,1,70,80,Immediate Maintenance,2.0,Critical,80,119.32170245862048,95.45736196689639,Critical
92.6379145299354,76.92091032528825,475.5641661501271,5,7.152044797331928,0.0796636356304318,4.7032103587557685,40.17430334273948,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,440.5527257731548,264.3316354638929,Critical
71.85299851677595,89.86571718466693,432.4889171662979,28,13.843551504557537,0.138693688336751,6.373202365825541,82.26688052181642,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,310.7562552367204,186.4537531420322,Critical
94.53119645161816,47.79626800436116,351.06005179809875,5,10.59405425727357,0.0918866965223703,7.912512687640946,15.57525573840957,Low,0,90,30,Normal Operation,7.0,Monitor,30,331.8612672284132,99.55838016852397,Critical
36.19447514363437,74.86723878052325,258.0330024502732,18,13.28488133895241,0.0334765834735495,8.234321824026757,14.657400966027172,Low,0,90,30,Normal Operation,7.0,Monitor,30,93.3936909342376,28.01810728027128,Low
43.718800369340165,51.12550938460074,235.29449371302883,26,12.12845995860955,0.2642180098346086,8.230408830014575,84.16033280811266,High,0,40,80,Immediate Maintenance,2.0,Critical,80,102.86792998644871,82.29434398915897,Critical
33.16591022373766,56.19191531975408,342.9380602179294,20,11.966951114367486,0.2213722433016189,5.000920102514987,61.87639313451479,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,113.73852917490584,68.2431175049435,High
52.7731231534285,65.78785510919406,295.4443412331075,27,8.243458076950557,0.0974242872430521,6.028215530044228,40.36794851586659,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,155.91520604878335,93.54912362927001,Critical
57.20741027826374,81.78901242211202,78.02289764684852,12,7.338969314722035,0.183818167932876,4.612915038602825,70.40483318529462,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,44.63487916782242,26.78092750069345,Low
48.99443222417271,88.96542549795419,280.62619194664927,7,7.108862276807882,0.068366498558997,7.920661379885891,63.7861447994913,Low,0,90,30,Normal Operation,7.0,Monitor,30,137.4912094165779,41.24736282497337,Medium
88.01162564063506,74.93777190119368,412.88162775477775,3,13.571916570595889,0.2681686203207735,5.935023048085095,52.4960837455677,Medium,1,70,80,Immediate Maintenance,2.0,Critical,80,363.3838325584954,290.70706604679634,Critical
54.97273286855125,52.154840840876695,256.6579449186312,10,13.2042682025902,0.0433228395749539,7.02446811156894,17.90986741301211,Low,0,90,30,Normal Operation,7.0,Monitor,30,141.09188644603253,42.32756593380976,Medium
49.66541567811665,52.38820514800956,73.38045989942079,34,9.405735280123071,0.0111127721972622,7.359593752309154,74.97436698342013,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,36.44471043556104,21.866826261336623,Low
67.9887258210774,72.94284960327795,403.8251897228149,25,6.324046134964546,0.1555823773443628,6.219378678972621,79.28185525444998,High,0,40,80,Immediate Maintenance,2.0,Critical,80,274.55560103709024,219.64448082967218,Critical
39.86469574823339,40.52051447493965,140.61370196118847,35,8.822522519774584,0.1791070688013321,5.725769346200972,23.77349508421193,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,56.05522446715547,33.63313468029328,Medium
86.15378865278278,32.180817353540654,166.37937569961747,16,11.193434541369117,0.1778999428857832,8.348851640463778,78.04093215816533,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,143.34213570206785,86.00528142124071,Critical
35.21854505758396,48.05044024665048,124.11785904453316,2,9.544031544799529,0.0258084589569696,8.357952900095416,80.22778488132514,Low,0,90,30,Normal Operation,7.0,Monitor,30,43.71250411210746,13.113751233632238,Low
99.0820855620362,43.67053445751532,198.5967791921739,24,12.80189268482995,0.1010727040063454,5.657745472120087,53.95428898308128,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,196.77383068263785,118.06429840958272,Critical
84.05713385076602,44.26002782963936,390.53817755988575,10,14.976228222513852,0.1547676945839862,6.418500386977833,62.49432289781496,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,328.27519864985544,196.96511918991328,Critical
43.91009770739207,40.18450381824415,283.7236367767718,38,6.911320884488968,0.0728079638318998,8.391376634640089,40.57898560115931,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,124.58332612764669,74.74999567658801,High
30.386548198652168,27.73605732636352,142.19657336782063,22,9.596508196595725,0.2630615067909099,4.519473630622013,32.54333180074128,High,0,40,80,Immediate Maintenance,2.0,Critical,80,43.20863030324461,34.56690424259569,Medium
87.0822999918384,26.161805757671896,445.0235351684184,26,9.30983901920822,0.0352616939438158,6.150712993516597,67.75865175613158,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,387.5367299296465,232.52203795778792,Critical
79.48001406933321,89.20195533284205,445.81183472818816,39,8.044925327489509,0.1513414880848924,4.901830198723873,78.95001192126466,High,0,40,80,Immediate Maintenance,2.0,Critical,80,354.33130896471647,283.46504717177316,Critical
81.03050176286911,52.80525369283105,441.7602912707032,27,6.980955167202896,0.210510656678814,6.5366318622504105,62.3262042364598,High,1,40,100,Immediate Maintenance,0.0,Critical,100,357.96058060576286,357.96058060576286,Critical
83.9889242680162,49.98123206537931,157.4582951216927,29,5.656921164896592,0.0859078190389999,4.598679818161949,50.92724885172394,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,132.24752824346794,79.34851694608076,High
35.183125621386324,69.17707337504953,253.05770488144464,38,13.871193172236984,0.1910298137292802,6.127593725562512,22.713981347533725,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,89.03361020303574,53.42016612182144,Medium
55.09260099809909,39.18650271122917,493.2453452633938,20,9.198486976863176,0.2505216935412886,5.38279629914134,14.276697008385453,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,271.7416900076578,163.04501400459466,Critical
38.11083416675908,86.74747695676464,397.4056143394957,27,9.968955185000487,0.0651977227775637,6.633233449834963,45.65534321973971,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,151.45459465031536,90.87275679018921,Critical
90.41723981129157,76.11242593701088,62.22533955150192,20,14.169420482009158,0.2759939716292102,8.483974596402799,13.947965095793702,Medium,1,70,80,Immediate Maintenance,2.0,Critical,80,56.262434485671946,45.009947588537564,Medium
73.63086887792906,30.81171515029687,79.34206606722142,19,12.76290477515948,0.1705319744720838,7.702144420506991,55.54677055257801,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,58.420252630995655,35.052151578597396,Medium
53.16286173968544,52.14275042602034,258.7691195655498,20,6.305012641171842,0.0967772812473075,7.882568366497685,40.6183353054217,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,137.56906925963452,82.54144155578071,Critical
34.44908452002166,82.1426899915407,459.1490926377021,35,10.654199676077424,0.1349488998608585,7.041059949436324,70.57512957455756,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,158.17265899567454,94.90359539740471,Critical
51.76876252009635,86.40758144894167,292.4158090787214,2,9.422522765195591,0.1005356462980524,4.666239393089034,34.45187974689468,Low,0,90,30,Normal Operation,7.0,Monitor,30,151.38004577318162,45.41401373195448,Medium
52.76283254187229,55.38109823124153,274.0156286154306,30,12.972110725787628,0.2202822363806616,5.3271907041765765,57.43861607739457,High,0,40,80,Immediate Maintenance,2.0,Critical,80,144.57840726491835,115.66272581193469,Critical
81.07243248366449,64.87174029869601,97.46316498048375,34,12.242325476119492,0.2409271923903883,8.20025822578822,53.01468174040804,High,1,40,100,Immediate Maintenance,0.0,Critical,100,79.01575862524521,79.01575862524521,High
74.62902299486493,35.85720649598489,345.5510471259323,22,11.90405721911072,0.2515518437724117,5.9644524717150045,10.376994041779293,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,257.8813704186086,154.72882225116516,Critical
92.10489198034286,89.42596069890348,419.9464222701015,3,8.405448354798969,0.2958727923798649,4.914546905923182,15.791151861144828,Medium,1,70,80,Immediate Maintenance,2.0,Critical,80,386.79119860719146,309.4329588857532,Critical
63.05504476133645,40.05866058992382,221.18900337840304,6,13.049637303992546,0.2394724448240382,7.309621463464808,33.229456998881645,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,139.47082508740604,83.68249505244363,Critical
38.37159721568112,86.27756531878316,399.02533291639736,15,5.523912955948612,0.1844013804996833,5.6978308957370185,80.5788064816612,High,0,40,80,Immediate Maintenance,2.0,Critical,80,153.11239353521066,122.48991482816854,Critical
79.92713510560965,67.22703218450394,484.0144942553652,27,6.596249014321672,0.1083738865336172,5.575427651616687,21.761196391982285,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,386.85891875421896,232.11535125253135,Critical
83.25495340318282,64.50289166712585,141.6949066074601,10,8.356232729779117,0.1679326801261173,8.49190982223304,66.87154643684333,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,117.96802847072432,70.7808170824346,High
69.28940382986474,58.324753216073056,285.4983340376336,9,5.768074410692813,0.0219097701092175,7.932555700106617,87.86932529218299,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,197.8200935988721,118.69205615932326,Critical
83.96770259681927,39.99353776165432,179.212081138059,33,7.349942775346916,0.2259992719036747,6.131751273471364,73.24540421529241,High,1,40,100,Immediate Maintenance,0.0,Critical,100,150.48026730757582,150.48026730757582,Critical
64.56569174550735,36.47432208035804,406.7844885652277,32,13.301509829979182,0.1393271080767095,8.421044831265997,29.43562893496352,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,262.64321895556355,157.58593137333813,Critical
66.59129805673959,39.3316035895614,309.9170146465209,6,14.482515377900793,0.0158067366223344,7.100452893676854,82.66922083304652,Low,0,90,30,Normal Operation,7.0,Monitor,30,206.377762951814,61.913328885544196,High
59.92787128509848,37.11848703937655,335.5620878976367,36,8.046023557741904,0.0281270130380191,7.468089807519041,17.448572520671206,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,201.09521611688476,120.65712967013086,Critical
31.77933887208666,75.67299078183896,409.0613718271524,2,7.645158039888383,0.1223652745083094,4.626052172328846,47.45135534965886,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,129.9969995477572,77.99819972865433,High
37.55239988953132,47.75814184583746,228.18671269810469,29,7.798926522464269,0.1791922405153461,4.986421037392228,81.0033526181131,High,0,40,80,Immediate Maintenance,2.0,Critical,80,85.68958684716821,68.55166947773458,High
32.2000429980714,28.759773976620764,461.7905307831695,4,7.777190873508438,0.1446191451961167,7.032340505984953,61.30125674054958,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,148.69674947320274,89.21804968392165,Critical
74.54872878846463,87.99167095915274,289.862990260763,1,5.35930182185973,0.1895692520147249,8.096095930597937,43.09156517821591,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,216.08917446762985,129.6535046805779,Critical
52.004918675342864,82.44608252262267,121.0796702759066,19,14.26916346331108,0.1492853350494931,6.994974904350382,33.4250293389735,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,62.96738405935851,37.7804304356151,Medium
65.5999483815292,85.30389840768885,363.1546031759611,26,7.136981415703284,0.2018941151895905,5.036099577275968,40.007952425468,High,0,40,80,Immediate Maintenance,2.0,Critical,80,238.22923222857767,190.58338578286214,Critical
93.5296531748265,89.66900847201829,406.9676076972145,25,9.20004074081405,0.0735465587545322,4.9630401849852985,50.7153424807429,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,380.6353920130932,228.38123520785592,Critical
47.45045604042125,36.30319119926668,192.542754680387,10,5.096868827409677,0.0427245242832502,7.876743583296326,35.52351438982459,Low,0,90,30,Normal Operation,7.0,Monitor,30,91.36241516863316,27.40872455058995,Low
58.72680461249408,50.755731228672815,435.7306656494388,15,13.579550909150573,0.1829658468414413,5.057209354831658,87.51742896658398,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,255.89069665266572,153.53441799159944,Critical
82.88857969801342,74.28550092076594,457.7644646445949,22,12.311573444549172,0.1505599599115291,6.580927842016102,84.64621224529161,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,379.4344631061195,227.6606778636717,Critical
46.01587158441357,70.2413401734965,174.60701932001402,21,14.467560351737031,0.0177916196730312,4.648453279849209,79.65371745714566,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,80.34694178766983,48.20816507260189,Medium
35.38859368801551,35.00323391209058,492.58466272185,22,12.81615479196399,0.1203397467929803,4.8226790695647095,43.746386841812274,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,174.31878486011712,104.59127091607029,Critical
50.28260170396376,78.02915312439015,113.32018762194129,36,8.137065120520653,0.0407764197923886,7.189393070571459,65.30414154681831,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,56.98033859212518,34.188203155275104,Medium
41.28549010778031,39.58863716938294,140.9070507811205,34,7.478733587284236,0.1640934812082816,7.256725641710067,82.22634456287717,High,0,40,80,Immediate Maintenance,2.0,Critical,80,58.17416651140448,46.539333209123576,Medium
95.07883566398012,39.5481449634705,132.90117765711176,30,11.977163075532928,0.1247755271015249,5.86587762643377,78.03435901431425,High,0,40,80,Immediate Maintenance,2.0,Critical,80,126.36089230009956,101.08871384007965,Critical
86.56842656950919,59.90333748807189,452.2953695035417,25,8.641127750104994,0.1878140542198751,5.362439060972179,43.146161121616615,High,0,40,80,Immediate Maintenance,2.0,Critical,80,391.5449848259637,313.23598786077093,Critical
74.33826295572965,63.541095764710704,344.43164854623285,28,10.662150157526169,0.2436246434433691,7.754841083029232,18.99088394578086,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,256.04450459905314,153.62670275943188,Critical
91.00224131314025,62.70560350945773,118.4469274500228,1,5.062574710264702,0.0969039183140323,5.368412917879562,16.050429106763957,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,107.78935874606992,64.67361524764196,High
86.257045382938,30.946644430854064,248.14553826575704,4,5.6188570168047525,0.289009610207858,6.668108278665519,56.16512361805621,High,1,40,100,Immediate Maintenance,0.0,Critical,100,214.04300955762983,214.04300955762986,Critical
43.05990412202251,82.03495607097472,326.8841112814109,7,10.353679411816511,0.1653340051703966,8.372835363451621,61.410234816874535,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,140.7559849079009,84.45359094474055,Critical
92.47912989429844,42.2640027682659,87.55883824522249,9,10.660716464481652,0.1893043316388885,5.091409751449535,77.98740836776193,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,80.97365175473797,48.58419105284278,Medium
67.75395693409556,33.41846988338227,447.0873657833024,36,12.514529444593435,0.2073949882354637,8.263505069978835,33.40120162728248,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,302.919381270601,181.7516287623606,Critical
86.52081086148438,82.76862519148352,411.6215909486908,19,6.319653196239617,0.203352143658701,5.231572212274674,23.3976392440034,Medium,1,70,80,Immediate Maintenance,2.0,Critical,80,356.1383381697497,284.91067053579974,Critical
92.72639099464452,87.11734738493396,277.3430481094872,1,10.131830837567788,0.158181515483068,6.769772832092919,40.32046665425596,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,257.1701991864681,154.30211951188087,Critical
52.26024324803047,81.03829512225428,485.2069768666267,10,6.944476444316886,0.1343416444232582,6.008030847834979,38.28600989058201,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,253.57034636691407,152.14220782014843,Critical
37.70363471693737,77.61854485711707,237.99244067379487,36,5.931961195626947,0.0255967696114395,8.359714406007303,20.59751632142838,Medium,0,70,60,Inspection within 30 Days,4.0,Monitor,60,89.73180048557151,53.83908029134291,Medium
45.95546137793592,67.59072874153641,492.849643566424,9,9.104957940605546,0.0164048951373421,5.594168116007747,63.78261220105217,Low,0,90,30,Normal Operation,7.0,Monitor,30,226.4913276004628,67.94739828013884,High
